dstport,protocol,tag
53,udp,SV_P3
49154,udp,sv_P5
25,icmp,sv_P1
49152,tcp,sv_P2
143,icmp,sv_P4
80,icmp,sv_P2
49154,tcp,sv_P1
443,udp,database
49155,icmp,monitoring
80,udp,sv_P4
56000,udp,sv_P4
49156,udp,sv_P4
143,tcp,database
25,udp,sv_P2
3389,icmp,SV_P3
53,tcp,sv_P5
49152,tcp,database
49155,tcp,email
53,icmp,email
56000,udp,web
49154,tcp,sv_P2
110,tcp,sv_P4
993,tcp,sv_P5
3389,icmp,sv_P1
993,icmp,sv_P4
143,tcp,SV_P3
49152,tcp,SV_P3
23,udp,web
56000,icmp,sv_P2
3389,tcp,web
56000,tcp,database
49153,icmp,monitoring
110,icmp,sv_P2
49156,udp,sv_P5
23,udp,email
49152,icmp,sv_P2
49154,tcp,email
993,tcp,sv_P4
49152,icmp,monitoring
49155,icmp,sv_P1
22,tcp,database
993,tcp,web
53,icmp,monitoring
49152,icmp,sv_P4
25,udp,sv_P2
56000,udp,database
53,udp,sv_P4
49152,icmp,SV_P3
53,tcp,web
110,tcp,database
25,icmp,sv_P4
49153,tcp,SV_P3
49152,udp,SV_P3
49153,icmp,monitoring
56000,udp,sv_P1
1024,tcp,sv_P1
80,udp,SV_P3
22,icmp,sv_P5
1024,icmp,SV_P3
25,tcp,email
49155,tcp,web
53,tcp,sv_P4
23,icmp,web
49156,icmp,SV_P3
53,udp,web
49155,udp,database
22,tcp,sv_P4
1024,tcp,sv_P1
143,icmp,SV_P3
110,udp,sv_P4
143,udp,sv_P1
1024,tcp,email
49156,tcp,web
22,icmp,email
3389,udp,sv_P4
49154,tcp,sv_P1
443,tcp,sv_P1
3389,tcp,sv_P5
23,icmp,sv_P4
22,icmp,sv_P4
23,icmp,sv_P1
1024,tcp,sv_P2
49156,icmp,SV_P3
49155,tcp,sv_P2
80,tcp,sv_P5
49154,tcp,monitoring
53,icmp,sv_P5
1024,tcp,sv_P4
49156,udp,database
143,udp,monitoring
80,tcp,web
110,udp,database
49155,icmp,email
49154,udp,sv_P2
143,icmp,sv_P4
53,udp,web
993,icmp,web
80,udp,sv_P2
80,icmp,web
1024,tcp,sv_P2
1024,icmp,SV_P3
49155,udp,database
443,tcp,sv_P1
3389,udp,web
49154,udp,sv_P5
53,tcp,sv_P4
1024,tcp,SV_P3
143,tcp,database
143,icmp,monitoring
49156,icmp,web
25,tcp,sv_P1
49153,udp,sv_P2
110,icmp,email
53,icmp,sv_P4
49154,icmp,monitoring
49155,tcp,database
22,udp,email
49155,icmp,sv_P1
1024,tcp,sv_P2
49154,udp,monitoring
110,udp,sv_P5
49156,udp,web
22,icmp,sv_P2
143,icmp,database
49155,tcp,monitoring
22,icmp,sv_P5
53,icmp,monitoring
49154,udp,monitoring
49156,udp,monitoring
110,udp,sv_P1
49155,icmp,SV_P3
23,tcp,sv_P2
25,tcp,sv_P1
49156,icmp,database
80,udp,database
49153,tcp,database
443,icmp,sv_P1
3389,icmp,database
25,udp,email
49155,tcp,sv_P4
49152,udp,sv_P5
993,icmp,sv_P2
23,icmp,sv_P4
25,udp,SV_P3
56000,icmp,SV_P3
143,udp,sv_P2
49156,udp,web
80,udp,monitoring
3389,icmp,database
1024,tcp,sv_P2
23,tcp,sv_P4
22,udp,database
49155,icmp,sv_P2
49156,udp,sv_P1
22,udp,database
25,udp,sv_P5
56000,icmp,database
110,tcp,sv_P5
49155,icmp,SV_P3
443,icmp,sv_P1
49152,icmp,sv_P5
49152,icmp,monitoring
49152,udp,database
110,tcp,email
110,udp,sv_P4
49153,udp,sv_P4
25,icmp,sv_P4
23,tcp,web
49153,icmp,sv_P1
25,icmp,email
56000,udp,SV_P3
49155,icmp,sv_P4
143,udp,monitoring
110,tcp,email
49152,udp,email
25,tcp,database
49153,udp,SV_P3
993,icmp,sv_P5
49152,icmp,sv_P4
23,tcp,sv_P1
110,icmp,monitoring
143,udp,sv_P2
49152,udp,sv_P2
49153,udp,monitoring
56000,tcp,sv_P1
1024,icmp,database
23,tcp,database
993,icmp,database
143,icmp,sv_P2
49154,tcp,sv_P2
53,tcp,monitoring
49156,udp,sv_P5
110,udp,sv_P4
49152,icmp,web
53,udp,sv_P4
22,udp,SV_P3
3389,udp,sv_P1
49153,udp,sv_P2
49153,tcp,sv_P1
53,udp,sv_P4
56000,tcp,database
3389,icmp,monitoring
22,tcp,sv_P5
49152,tcp,database
3389,tcp,web
25,tcp,sv_P4
1024,udp,sv_P4
49155,tcp,web
1024,udp,SV_P3
49154,icmp,sv_P4
49153,udp,SV_P3
443,tcp,sv_P5
80,udp,SV_P3
22,udp,email
143,udp,database
49152,tcp,sv_P1
3389,tcp,sv_P4
110,icmp,monitoring
49154,tcp,sv_P2
443,tcp,database
53,tcp,SV_P3
49153,tcp,sv_P2
49154,udp,email
23,tcp,sv_P5
1024,tcp,SV_P3
49155,icmp,sv_P1
80,icmp,sv_P1
49155,tcp,database
49153,tcp,web
3389,icmp,monitoring
80,tcp,sv_P4
49155,udp,web
993,tcp,SV_P3
80,tcp,sv_P4
49152,tcp,sv_P1
25,tcp,web
993,tcp,sv_P2
25,icmp,SV_P3
56000,udp,sv_P1
443,tcp,sv_P2
143,icmp,sv_P1
80,icmp,email
49152,tcp,web
3389,udp,SV_P3
993,tcp,web
80,tcp,sv_P4
49153,udp,sv_P2
993,tcp,SV_P3
110,udp,email
143,udp,web
56000,tcp,monitoring
143,tcp,monitoring
80,tcp,sv_P5
993,udp,sv_P5
3389,udp,sv_P5
80,tcp,sv_P1
110,icmp,monitoring
49152,tcp,SV_P3
49155,icmp,web
80,icmp,sv_P5
1024,udp,sv_P2
3389,tcp,sv_P1
110,udp,SV_P3
49156,icmp,email
80,icmp,database
22,udp,sv_P4
3389,udp,SV_P3
49152,tcp,SV_P3
23,icmp,sv_P2
80,tcp,sv_P5
49154,udp,web
49156,udp,database
49156,tcp,email
49153,icmp,sv_P4
49156,icmp,web
143,udp,monitoring
993,icmp,database
22,icmp,database
3389,udp,sv_P5
56000,udp,sv_P1
443,tcp,monitoring
110,tcp,monitoring
993,tcp,SV_P3
1024,udp,database
80,icmp,sv_P5
1024,tcp,sv_P5
3389,icmp,web
56000,tcp,sv_P1
49152,tcp,SV_P3
49154,udp,sv_P2
49155,tcp,monitoring
49156,icmp,sv_P2
49156,tcp,sv_P4
23,icmp,monitoring
49153,tcp,monitoring
49153,tcp,email
49155,icmp,monitoring
110,icmp,sv_P2
49152,tcp,SV_P3
1024,tcp,email
80,udp,sv_P5
49156,udp,sv_P1
49152,tcp,email
25,icmp,sv_P4
22,tcp,sv_P2
49156,icmp,monitoring
80,udp,email
143,icmp,monitoring
1024,icmp,sv_P5
143,udp,email
49153,icmp,SV_P3
3389,tcp,email
443,icmp,email
143,udp,SV_P3
49155,icmp,SV_P3
80,tcp,sv_P1
110,udp,database
25,icmp,sv_P4
443,tcp,database
49154,udp,database
143,tcp,SV_P3
22,udp,SV_P3
56000,udp,web
49152,icmp,sv_P5
49153,udp,web
49152,tcp,sv_P2
56000,icmp,sv_P1
53,icmp,sv_P5
443,udp,sv_P2
3389,udp,sv_P4
49152,tcp,sv_P5
53,tcp,web
443,icmp,web
49154,icmp,sv_P2
56000,udp,monitoring
49152,tcp,database
143,udp,database
443,icmp,sv_P1
49155,udp,sv_P1
49155,udp,email
80,udp,email
53,udp,sv_P2
22,udp,SV_P3
22,icmp,SV_P3
110,tcp,email
49155,icmp,sv_P1
49156,icmp,sv_P2
143,udp,sv_P1
23,udp,database
143,tcp,sv_P2
56000,udp,SV_P3
49155,icmp,monitoring
443,icmp,sv_P1
49153,tcp,monitoring
443,tcp,SV_P3
110,tcp,sv_P5
443,icmp,web
53,udp,sv_P1
3389,icmp,sv_P1
1024,tcp,sv_P5
3389,udp,SV_P3
23,tcp,SV_P3
49156,udp,sv_P1
53,tcp,sv_P5
49154,icmp,sv_P2
3389,tcp,web
49156,udp,monitoring
993,icmp,sv_P2
23,udp,sv_P5
143,udp,sv_P4
49154,tcp,sv_P1
49152,icmp,sv_P4
23,udp,monitoring
49155,tcp,sv_P1
49153,icmp,sv_P4
143,icmp,database
1024,icmp,sv_P1
49153,tcp,SV_P3
22,udp,email
3389,icmp,sv_P5
23,icmp,monitoring
993,udp,database
23,icmp,SV_P3
80,icmp,database
143,icmp,database
23,icmp,database
49156,tcp,sv_P2
993,tcp,email
23,icmp,sv_P2
25,icmp,sv_P4
443,icmp,monitoring
1024,udp,monitoring
49155,udp,web
443,icmp,database
1024,icmp,monitoring
53,icmp,SV_P3
49156,udp,database
80,tcp,sv_P5
49155,udp,sv_P1
49156,udp,database
49156,icmp,monitoring
3389,icmp,SV_P3
3389,tcp,monitoring
443,tcp,sv_P4
49153,icmp,sv_P5
1024,udp,web
3389,udp,sv_P2
3389,udp,sv_P4
53,icmp,sv_P5
1024,udp,database
49152,icmp,sv_P5
49152,tcp,monitoring
80,icmp,SV_P3
443,udp,SV_P3
49152,icmp,email
80,tcp,sv_P5
22,icmp,sv_P2
49155,udp,monitoring
80,udp,SV_P3
143,tcp,web
110,udp,sv_P1
993,tcp,sv_P5
53,udp,monitoring
993,icmp,web
49156,udp,sv_P4
49156,icmp,sv_P4
22,icmp,email
56000,icmp,database
1024,udp,monitoring
3389,tcp,web
22,tcp,sv_P2
143,udp,SV_P3
49153,udp,email
49154,icmp,sv_P1
49153,udp,sv_P4
49155,udp,sv_P5
49155,icmp,sv_P5
49154,tcp,email
443,tcp,sv_P2
49152,udp,monitoring
110,icmp,sv_P2
23,udp,sv_P5
49156,tcp,sv_P4
49156,tcp,web
22,icmp,SV_P3
49153,tcp,sv_P5
56000,tcp,sv_P5
3389,udp,sv_P5
80,tcp,sv_P5
3389,udp,monitoring
110,tcp,sv_P2
143,icmp,sv_P4
56000,icmp,sv_P5
49152,udp,monitoring
443,tcp,sv_P2
53,tcp,sv_P5
1024,tcp,sv_P1
53,tcp,SV_P3
49152,udp,SV_P3
80,udp,web
23,icmp,sv_P1
1024,tcp,monitoring
110,tcp,sv_P4
3389,udp,web
143,udp,SV_P3
443,udp,SV_P3
3389,icmp,sv_P4
143,icmp,sv_P2
3389,tcp,database
110,tcp,database
49153,tcp,sv_P1
993,icmp,sv_P5
49155,icmp,email
110,icmp,database
143,tcp,database
53,icmp,sv_P4
49152,icmp,sv_P2
49154,udp,sv_P5
143,tcp,sv_P2
80,udp,email
443,udp,web
1024,icmp,sv_P5
80,tcp,sv_P2
80,udp,sv_P1
49155,udp,web
49155,icmp,monitoring
80,udp,monitoring
49153,udp,monitoring
23,tcp,sv_P2
443,icmp,email
56000,tcp,sv_P5
80,udp,monitoring
993,tcp,database
993,icmp,database
56000,icmp,sv_P4
443,udp,email
56000,icmp,sv_P1
49156,tcp,sv_P2
110,tcp,sv_P1
80,tcp,email
22,tcp,web
110,icmp,web
22,udp,sv_P5
443,icmp,database
22,tcp,sv_P4
49156,udp,database
49153,udp,sv_P5
143,udp,monitoring
49156,icmp,sv_P1
1024,tcp,sv_P1
49154,tcp,web
110,icmp,monitoring
1024,udp,monitoring
23,udp,sv_P5
23,icmp,sv_P4
23,icmp,web
53,icmp,sv_P1
80,icmp,sv_P4
49156,icmp,monitoring
56000,icmp,sv_P1
110,tcp,web
49152,udp,email
49153,tcp,email
49154,udp,sv_P2
49153,tcp,sv_P5
23,icmp,database
80,udp,sv_P5
49155,udp,monitoring
49155,tcp,database
53,udp,SV_P3
23,tcp,email
25,tcp,sv_P2
22,icmp,monitoring
49155,icmp,sv_P4
25,tcp,email
1024,tcp,SV_P3
25,tcp,sv_P1
80,icmp,email
56000,tcp,sv_P2
53,icmp,monitoring
22,udp,sv_P1
25,udp,sv_P4
49154,tcp,sv_P2
49155,icmp,SV_P3
49153,udp,sv_P4
49156,icmp,sv_P2
49156,udp,email
80,tcp,email
49153,tcp,web
443,icmp,monitoring
23,icmp,monitoring
993,icmp,monitoring
25,udp,sv_P2
443,icmp,sv_P5
49152,icmp,monitoring
3389,icmp,monitoring
56000,udp,email
22,icmp,sv_P4
53,tcp,email
80,icmp,sv_P2
49152,tcp,sv_P5
56000,icmp,sv_P1
49153,icmp,sv_P4
22,tcp,sv_P1
49155,udp,database
49155,icmp,sv_P5
993,tcp,email
49156,udp,sv_P1
993,icmp,monitoring
993,icmp,sv_P5
3389,tcp,monitoring
1024,icmp,database
80,icmp,monitoring
25,tcp,sv_P4
3389,udp,database
49152,icmp,database
49153,icmp,sv_P5
49152,tcp,sv_P1
49153,udp,sv_P4
993,tcp,sv_P1
23,icmp,sv_P4
56000,udp,sv_P1
56000,icmp,SV_P3
443,tcp,web
993,icmp,monitoring
1024,tcp,sv_P5
49153,tcp,monitoring
110,tcp,database
993,udp,sv_P2
3389,icmp,SV_P3
56000,tcp,sv_P2
3389,udp,database
80,udp,sv_P5
23,icmp,sv_P4
49154,udp,sv_P5
49152,icmp,sv_P4
49156,udp,monitoring
23,tcp,SV_P3
993,icmp,sv_P4
993,udp,database
443,icmp,sv_P2
80,icmp,SV_P3
22,icmp,sv_P2
49154,tcp,sv_P4
1024,tcp,monitoring
993,tcp,web
993,tcp,web
49154,icmp,sv_P5
22,udp,sv_P2
1024,icmp,email
80,icmp,web
49152,tcp,sv_P5
80,udp,web
3389,tcp,sv_P4
49152,udp,sv_P2
23,icmp,database
49155,icmp,sv_P4
443,icmp,sv_P1
23,icmp,sv_P4
443,tcp,sv_P4
23,icmp,sv_P1
1024,udp,web
56000,udp,sv_P5
49155,tcp,sv_P2
49155,udp,monitoring
56000,tcp,sv_P5
23,tcp,email
49153,tcp,web
56000,icmp,database
25,udp,sv_P2
49154,tcp,SV_P3
25,icmp,email
993,tcp,sv_P4
993,tcp,sv_P5
22,udp,web
49155,icmp,sv_P5
49155,tcp,database
3389,udp,sv_P5
25,tcp,web
49154,udp,monitoring
110,tcp,web
25,tcp,SV_P3
993,udp,SV_P3
993,udp,sv_P1
49155,tcp,sv_P5
49153,udp,SV_P3
22,tcp,sv_P5
143,udp,database
49156,icmp,database
49152,icmp,sv_P2
1024,tcp,web
49154,tcp,SV_P3
443,udp,web
49152,udp,sv_P1
110,udp,web
49155,tcp,sv_P4
22,icmp,sv_P2
53,tcp,SV_P3
443,tcp,email
25,icmp,web
143,tcp,sv_P2
993,tcp,sv_P5
22,tcp,monitoring
49155,tcp,SV_P3
53,udp,sv_P2
80,udp,sv_P2
49153,tcp,sv_P5
49152,udp,web
53,icmp,sv_P2
3389,udp,database
53,icmp,web
22,udp,monitoring
56000,tcp,sv_P5
49156,udp,SV_P3
993,icmp,SV_P3
56000,icmp,sv_P4
3389,tcp,web
49154,tcp,database
1024,icmp,email
49153,udp,monitoring
49155,udp,sv_P1
22,icmp,SV_P3
1024,udp,sv_P5
49156,icmp,database
49155,tcp,SV_P3
49156,icmp,sv_P4
23,tcp,sv_P1
56000,tcp,sv_P4
49152,tcp,SV_P3
49152,tcp,sv_P1
3389,udp,web
56000,tcp,sv_P2
110,tcp,monitoring
25,tcp,sv_P5
443,tcp,sv_P1
22,udp,database
49156,udp,sv_P5
3389,udp,sv_P4
143,udp,database
993,icmp,sv_P2
49153,udp,sv_P4
110,udp,sv_P4
23,udp,monitoring
143,tcp,SV_P3
443,tcp,sv_P4
49156,icmp,monitoring
56000,icmp,monitoring
443,udp,monitoring
49152,icmp,sv_P2
23,tcp,sv_P1
53,tcp,web
80,udp,SV_P3
143,icmp,web
23,udp,monitoring
23,icmp,monitoring
49155,tcp,sv_P1
49156,udp,database
22,tcp,sv_P1
25,udp,sv_P1
49152,tcp,sv_P4
25,tcp,sv_P5
49152,icmp,database
49155,icmp,web
80,icmp,monitoring
25,icmp,sv_P1
443,icmp,database
80,tcp,sv_P2
3389,icmp,sv_P2
49155,tcp,database
56000,icmp,sv_P2
23,tcp,sv_P5
110,tcp,database
56000,udp,SV_P3
3389,tcp,web
56000,icmp,sv_P1
993,udp,sv_P1
110,icmp,sv_P5
25,udp,sv_P5
143,udp,sv_P5
53,tcp,sv_P2
22,tcp,web
49156,udp,database
993,icmp,sv_P4
49154,tcp,sv_P1
3389,icmp,email
143,icmp,SV_P3
49152,udp,sv_P1
49156,udp,sv_P4
53,udp,sv_P4
80,tcp,monitoring
49156,icmp,sv_P2
49154,icmp,email
1024,tcp,sv_P4
49153,tcp,sv_P5
56000,udp,monitoring
143,udp,sv_P2
23,udp,sv_P1
49153,tcp,sv_P1
993,udp,email
993,udp,sv_P5
49154,tcp,sv_P2
1024,icmp,email
443,udp,email
49154,icmp,sv_P1
49152,icmp,web
80,tcp,SV_P3
49152,udp,email
1024,udp,SV_P3
443,tcp,SV_P3
49153,icmp,database
1024,icmp,web
49156,udp,database
23,udp,sv_P1
56000,tcp,sv_P5
56000,tcp,sv_P4
49155,udp,sv_P1
56000,tcp,sv_P4
49153,udp,sv_P1
49154,udp,web
49153,tcp,SV_P3
49153,udp,email
80,tcp,web
56000,tcp,web
1024,tcp,database
443,icmp,sv_P4
22,udp,database
22,tcp,web
49155,icmp,SV_P3
25,tcp,monitoring
443,icmp,sv_P1
110,tcp,sv_P4
3389,tcp,database
49154,udp,web
443,tcp,database
110,udp,sv_P2
53,udp,sv_P4
49156,tcp,sv_P2
23,tcp,sv_P4
49154,tcp,sv_P5
49154,icmp,sv_P1
49153,tcp,email
443,udp,sv_P5
1024,udp,sv_P5
53,udp,sv_P5
22,tcp,SV_P3
49155,udp,sv_P1
53,tcp,sv_P1
49153,tcp,SV_P3
3389,udp,sv_P5
110,udp,monitoring
53,udp,sv_P4
22,udp,email
25,udp,web
3389,udp,web
23,icmp,email
49154,tcp,sv_P2
3389,udp,sv_P2
49154,tcp,SV_P3
22,icmp,SV_P3
443,icmp,sv_P1
49156,tcp,sv_P1
110,tcp,monitoring
1024,icmp,monitoring
49154,udp,email
3389,tcp,sv_P5
23,tcp,sv_P4
53,icmp,sv_P2
49154,udp,email
56000,udp,web
25,icmp,database
49154,tcp,monitoring
22,tcp,web
80,udp,sv_P1
443,icmp,database
53,udp,sv_P5
143,tcp,sv_P2
1024,tcp,web
23,tcp,sv_P5
143,icmp,sv_P5
53,tcp,sv_P1
49154,icmp,SV_P3
49155,udp,monitoring
49154,icmp,SV_P3
22,tcp,sv_P1
56000,tcp,sv_P2
143,tcp,database
56000,icmp,sv_P4
53,icmp,sv_P2
110,udp,sv_P5
25,tcp,web
110,icmp,SV_P3
49152,tcp,sv_P4
143,tcp,email
143,tcp,database
56000,icmp,sv_P2
993,udp,SV_P3
49152,tcp,sv_P5
143,icmp,sv_P5
443,icmp,sv_P5
80,icmp,email
993,udp,web
49155,udp,sv_P2
80,icmp,sv_P4
49152,udp,monitoring
49156,icmp,email
49152,udp,SV_P3
443,udp,sv_P2
49153,icmp,sv_P2
110,udp,database
49155,icmp,sv_P5
3389,tcp,monitoring
80,icmp,database
443,tcp,email
3389,icmp,web
49153,udp,database
49153,icmp,email
49155,tcp,sv_P5
110,tcp,email
23,tcp,SV_P3
993,udp,sv_P2
53,tcp,sv_P2
56000,udp,SV_P3
143,tcp,sv_P2
49154,icmp,sv_P4
49155,tcp,monitoring
49154,udp,sv_P4
3389,udp,sv_P4
443,icmp,database
993,tcp,sv_P4
23,udp,database
993,tcp,monitoring
49155,udp,sv_P2
110,tcp,sv_P2
49156,tcp,web
25,udp,sv_P4
110,icmp,email
49156,tcp,sv_P4
1024,icmp,sv_P2
56000,udp,email
49153,tcp,sv_P4
1024,icmp,database
110,icmp,database
3389,tcp,email
49155,icmp,email
110,icmp,sv_P2
110,udp,sv_P1
23,udp,web
1024,tcp,email
56000,udp,sv_P5
443,tcp,sv_P4
1024,tcp,sv_P4
22,udp,sv_P1
23,udp,database
143,udp,SV_P3
53,udp,sv_P2
25,tcp,sv_P5
56000,udp,SV_P3
49153,tcp,web
49156,udp,monitoring
443,icmp,monitoring
22,tcp,sv_P1
53,udp,database
49155,udp,email
80,udp,monitoring
53,udp,sv_P4
22,udp,sv_P2
49156,udp,sv_P1
3389,udp,monitoring
22,udp,sv_P5
110,tcp,sv_P4
1024,icmp,web
22,udp,web
993,icmp,sv_P2
49154,udp,database
49155,udp,sv_P1
25,tcp,SV_P3
80,tcp,database
110,icmp,sv_P2
143,udp,sv_P4
22,icmp,database
1024,icmp,sv_P1
25,icmp,SV_P3
49153,tcp,monitoring
49153,udp,sv_P1
80,udp,database
110,udp,database
49153,udp,web
49156,tcp,SV_P3
143,icmp,sv_P2
49155,udp,sv_P4
22,tcp,sv_P1
56000,udp,sv_P5
23,udp,sv_P1
3389,tcp,SV_P3
110,udp,SV_P3
80,udp,sv_P5
143,tcp,web
25,tcp,sv_P4
993,icmp,database
25,tcp,web
23,tcp,monitoring
3389,udp,database
3389,tcp,sv_P4
25,icmp,web
49156,udp,email
53,tcp,database
49156,udp,web
443,icmp,sv_P5
49155,icmp,sv_P5
443,udp,monitoring
49154,tcp,sv_P2
80,udp,SV_P3
53,icmp,email
49156,udp,sv_P5
49153,icmp,SV_P3
49156,icmp,email
49155,tcp,database
143,icmp,monitoring
49155,icmp,sv_P5
443,tcp,database
993,udp,sv_P2
49156,udp,sv_P1
49155,udp,email
49152,udp,sv_P5
49156,udp,monitoring
22,udp,monitoring
49152,tcp,monitoring
3389,udp,web
49154,tcp,sv_P2
110,udp,database
49154,icmp,sv_P2
49155,tcp,email
49156,tcp,database
22,icmp,sv_P2
80,tcp,sv_P5
49153,udp,SV_P3
143,tcp,sv_P1
49152,tcp,SV_P3
49155,udp,email
49154,udp,sv_P5
993,udp,database
110,icmp,email
49152,tcp,sv_P5
49154,icmp,monitoring
49152,tcp,web
993,tcp,web
23,udp,sv_P5
143,tcp,email
53,tcp,SV_P3
23,icmp,monitoring
993,icmp,web
53,udp,sv_P5
1024,icmp,sv_P5
110,tcp,database
993,udp,sv_P1
443,udp,web
49154,udp,web
993,udp,monitoring
49154,icmp,monitoring
49156,icmp,sv_P2
22,tcp,SV_P3
53,udp,database
993,udp,monitoring
23,udp,email
143,icmp,monitoring
1024,tcp,SV_P3
56000,icmp,sv_P2
110,tcp,SV_P3
22,icmp,sv_P1
49153,udp,web
49154,icmp,sv_P4
22,icmp,web
49153,icmp,monitoring
443,tcp,sv_P5
110,udp,web
53,tcp,sv_P4
1024,udp,sv_P4
53,icmp,email
993,udp,sv_P4
80,tcp,sv_P1
49154,tcp,web
80,udp,sv_P4
49153,udp,web
993,icmp,database
1024,icmp,sv_P2
3389,udp,email
49152,tcp,sv_P2
22,udp,web
49154,udp,SV_P3
56000,tcp,email
49155,tcp,sv_P2
49153,tcp,sv_P4
49153,udp,monitoring
23,tcp,web
443,tcp,SV_P3
22,udp,SV_P3
3389,icmp,sv_P5
53,tcp,monitoring
53,icmp,email
23,icmp,sv_P5
49156,tcp,database
22,udp,sv_P1
53,tcp,database
49153,icmp,monitoring
53,icmp,SV_P3
22,tcp,sv_P2
1024,udp,sv_P5
25,udp,sv_P4
993,tcp,monitoring
49156,udp,sv_P1
49152,udp,SV_P3
1024,udp,monitoring
143,icmp,monitoring
49154,icmp,sv_P2
23,tcp,sv_P2
49154,icmp,monitoring
49156,tcp,sv_P5
23,udp,sv_P4
3389,udp,sv_P5
53,tcp,monitoring
3389,udp,sv_P2
49155,tcp,sv_P2
993,udp,email
80,tcp,SV_P3
80,icmp,sv_P4
25,tcp,email
3389,icmp,database
993,udp,sv_P1
56000,icmp,sv_P2
25,udp,sv_P2
56000,icmp,monitoring
56000,icmp,sv_P2
25,udp,sv_P4
49153,udp,email
53,icmp,SV_P3
22,udp,sv_P4
49156,icmp,sv_P2
49154,icmp,sv_P5
56000,udp,database
49153,udp,sv_P5
49153,tcp,database
3389,tcp,email
22,udp,sv_P5
3389,tcp,SV_P3
49154,tcp,monitoring
3389,tcp,web
993,icmp,sv_P2
1024,icmp,monitoring
23,icmp,sv_P5
3389,udp,monitoring
56000,icmp,database
80,tcp,email
49155,icmp,sv_P2
22,udp,sv_P4
23,udp,database
80,icmp,email
80,udp,sv_P5
49152,udp,email
49154,udp,sv_P2
22,icmp,sv_P2
49156,tcp,monitoring
49152,udp,sv_P5
53,udp,database
143,icmp,database
22,tcp,sv_P1
53,udp,sv_P4
3389,udp,sv_P5
143,tcp,sv_P1
22,tcp,monitoring
1024,udp,SV_P3
56000,icmp,sv_P1
22,icmp,web
443,tcp,sv_P4
143,udp,sv_P4
993,tcp,web
49152,tcp,sv_P2
443,icmp,email
49154,tcp,database
56000,udp,monitoring
56000,udp,sv_P2
56000,udp,sv_P5
3389,udp,database
1024,icmp,sv_P1
80,udp,sv_P4
443,udp,monitoring
23,tcp,monitoring
49154,udp,database
993,tcp,SV_P3
49152,icmp,monitoring
143,udp,sv_P4
443,udp,sv_P2
110,icmp,database
49153,udp,email
25,udp,sv_P5
3389,udp,sv_P5
56000,udp,sv_P2
22,udp,sv_P1
49152,tcp,web
143,icmp,SV_P3
25,icmp,database
56000,udp,email
49154,tcp,monitoring
80,icmp,web
49154,icmp,SV_P3
56000,icmp,database
1024,icmp,sv_P5
143,icmp,monitoring
993,tcp,database
49154,icmp,sv_P5
49154,icmp,email
23,icmp,web
49152,tcp,monitoring
49154,udp,sv_P5
53,tcp,sv_P4
110,icmp,web
49154,udp,sv_P2
49154,udp,sv_P2
23,icmp,sv_P5
49154,tcp,sv_P2
110,tcp,SV_P3
3389,tcp,web
23,udp,monitoring
49154,udp,email
49156,icmp,sv_P2
25,udp,monitoring
49154,tcp,SV_P3
143,icmp,web
49153,icmp,sv_P4
3389,icmp,sv_P5
22,icmp,email
3389,tcp,sv_P5
110,icmp,web
49153,icmp,sv_P5
3389,udp,database
49153,icmp,monitoring
23,tcp,web
23,tcp,sv_P2
3389,icmp,sv_P4
80,tcp,sv_P4
80,udp,web
49153,tcp,sv_P4
443,icmp,web
143,tcp,database
53,udp,sv_P5
53,udp,web
56000,icmp,email
3389,icmp,monitoring
22,udp,email
49152,udp,monitoring
25,tcp,email
49154,icmp,email
143,icmp,monitoring
25,icmp,sv_P4
443,udp,sv_P5
443,udp,email
49154,udp,email
56000,icmp,sv_P5
993,icmp,sv_P2
443,tcp,database
49154,tcp,monitoring
80,tcp,sv_P2
110,icmp,monitoring
22,icmp,sv_P2
49156,tcp,sv_P4
22,udp,sv_P2
443,icmp,sv_P4
23,tcp,sv_P2
143,icmp,sv_P2
49155,udp,sv_P1
80,icmp,web
22,tcp,SV_P3
56000,icmp,sv_P5
49155,udp,monitoring
49156,icmp,monitoring
22,icmp,sv_P1
80,tcp,monitoring
53,udp,sv_P2
993,tcp,SV_P3
80,tcp,SV_P3
25,udp,sv_P5
3389,udp,sv_P4
22,udp,SV_P3
22,tcp,database
49156,icmp,sv_P5
49156,icmp,sv_P1
25,udp,sv_P2
56000,icmp,monitoring
49153,udp,sv_P5
49153,tcp,sv_P4
110,icmp,sv_P2
23,udp,monitoring
23,udp,web
80,icmp,sv_P2
22,udp,database
993,tcp,web
56000,udp,email
49152,icmp,web
49155,icmp,database
23,udp,sv_P1
49153,icmp,database
1024,icmp,sv_P1
22,icmp,sv_P5
49155,udp,monitoring
80,udp,email
143,udp,sv_P4
49156,tcp,SV_P3
23,icmp,database
143,udp,sv_P2
80,tcp,sv_P4
1024,icmp,database
143,icmp,sv_P5
49152,tcp,sv_P4
443,udp,sv_P4
53,udp,sv_P4
143,icmp,web
49156,udp,sv_P2
110,udp,monitoring
143,icmp,SV_P3
53,udp,sv_P5
1024,icmp,sv_P4
443,udp,sv_P2
993,icmp,web
49154,udp,SV_P3
993,icmp,monitoring
993,udp,web
49155,icmp,monitoring
1024,icmp,SV_P3
49156,icmp,sv_P1
49153,udp,monitoring
56000,tcp,sv_P1
25,udp,sv_P1
49156,icmp,database
56000,tcp,sv_P2
3389,udp,sv_P4
22,tcp,email
56000,icmp,monitoring
