Tag Counts:
Tag,Count
Untagged,4763
database,28
monitoring,25
sv_P5,23
email,21
sv_P2,21
sv_P1,20
SV_P3,19
sv_P4,18
web,18

Port/Protocol Combination Counts:
Port,Protocol,Count
40247,udp,1
62415,icmp,1
4659,tcp,1
25699,udp,1
46333,icmp,1
64340,icmp,1
17790,tcp,1
48235,icmp,1
9166,tcp,1
11854,udp,1
4909,udp,1
61071,udp,1
29203,udp,1
11583,udp,1
45182,icmp,1
6647,tcp,1
55402,tcp,1
17950,udp,1
26563,tcp,1
63342,udp,1
53070,tcp,1
58714,icmp,1
42322,icmp,1
15210,tcp,1
49264,icmp,1
17017,tcp,1
47197,udp,1
3351,tcp,1
49518,icmp,1
10550,udp,1
8793,udp,1
4905,icmp,1
58876,icmp,1
47906,icmp,1
45554,tcp,1
42504,udp,1
61896,tcp,1
57774,tcp,1
27621,udp,1
55168,tcp,1
54059,udp,1
36314,icmp,1
27901,icmp,1
19013,tcp,1
51172,udp,1
47867,udp,1
40186,udp,1
9293,udp,1
44190,udp,1
65130,udp,1
65005,icmp,1
22123,udp,1
24957,icmp,1
56276,icmp,1
50004,tcp,1
15076,icmp,1
37334,udp,1
62616,tcp,1
34086,icmp,1
57635,tcp,1
64962,tcp,1
6960,udp,1
8551,udp,1
27581,udp,1
14428,tcp,1
64847,icmp,1
21617,icmp,1
40078,icmp,1
43999,icmp,1
16783,udp,1
30411,tcp,1
59954,icmp,1
18311,udp,1
4018,tcp,1
16436,udp,1
19811,tcp,1
14138,tcp,1
2028,icmp,1
20826,icmp,1
37777,udp,1
12946,tcp,1
2989,tcp,1
26250,tcp,1
17648,icmp,1
36921,tcp,1
60521,icmp,1
57867,udp,1
3952,tcp,1
38132,icmp,1
3370,icmp,1
3895,icmp,1
56233,tcp,1
8618,tcp,1
32305,tcp,1
18085,icmp,1
38916,tcp,1
51091,icmp,1
24428,icmp,1
1536,tcp,1
27714,tcp,1
11445,tcp,1
23451,udp,1
49378,tcp,1
6835,icmp,1
42821,tcp,1
58662,udp,1
27369,udp,1
37450,udp,1
57273,tcp,1
42538,icmp,1
24487,udp,1
46358,tcp,1
29220,udp,1
58894,tcp,1
46352,icmp,2
57678,udp,1
23029,icmp,1
7095,icmp,1
9900,udp,1
30906,udp,1
33647,icmp,1
38184,icmp,1
29166,tcp,1
64691,tcp,2
54966,icmp,1
26072,tcp,1
54397,udp,1
12565,udp,1
16333,tcp,1
60038,udp,2
40447,udp,1
29589,tcp,1
14395,tcp,1
45212,udp,1
44969,icmp,1
64135,icmp,1
38751,icmp,1
32251,udp,1
58280,tcp,1
63012,icmp,1
60980,tcp,1
49846,icmp,1
60567,tcp,1
20624,tcp,1
24197,udp,1
42773,udp,1
38926,udp,1
61349,tcp,1
30843,udp,1
40602,udp,1
13739,udp,1
44658,tcp,1
60861,icmp,1
18578,tcp,1
49659,tcp,1
47255,tcp,1
45769,icmp,1
19787,udp,1
51163,icmp,1
32932,icmp,1
16695,tcp,1
43917,icmp,1
16173,icmp,1
40877,udp,1
8127,icmp,1
9879,tcp,1
25266,udp,1
9392,udp,1
21454,tcp,1
54540,icmp,1
54706,icmp,1
38099,udp,1
2784,icmp,1
6808,icmp,1
61661,tcp,1
11796,udp,1
11439,tcp,1
64382,tcp,1
13044,tcp,1
1155,udp,1
62593,udp,1
23803,icmp,1
5281,icmp,1
30760,icmp,1
17295,icmp,1
55126,tcp,1
6458,tcp,1
60073,tcp,1
27911,udp,1
28899,udp,1
49593,icmp,1
57243,tcp,1
34895,tcp,1
59186,icmp,1
6899,icmp,1
1828,icmp,1
63604,udp,1
35717,icmp,1
45590,icmp,1
35605,udp,1
58926,udp,1
63659,tcp,1
14497,tcp,1
59543,tcp,1
58525,icmp,1
57610,icmp,1
30092,tcp,1
4232,udp,1
55437,icmp,1
54699,icmp,1
21035,udp,1
36999,udp,1
58087,udp,1
14591,icmp,1
3561,tcp,1
36178,udp,1
43014,udp,1
62380,udp,1
10759,icmp,1
8724,icmp,1
26891,icmp,1
7532,icmp,1
31828,udp,1
7566,tcp,1
17892,icmp,1
15023,icmp,1
43576,tcp,1
53951,tcp,1
16774,icmp,1
28527,udp,1
1609,tcp,1
59086,icmp,1
16658,udp,1
27269,tcp,1
17635,icmp,1
33318,icmp,1
63414,tcp,1
53026,tcp,1
21673,tcp,1
57903,udp,1
19112,tcp,1
51258,tcp,1
38629,icmp,1
51459,udp,1
19030,udp,1
7986,icmp,1
51638,icmp,1
2668,tcp,1
6714,udp,1
34424,udp,1
40362,udp,1
34119,udp,1
44978,icmp,1
37221,tcp,1
43203,udp,1
36530,udp,1
45758,icmp,1
35803,tcp,1
29663,icmp,1
62193,icmp,1
31645,icmp,1
64729,tcp,1
59209,tcp,1
13117,tcp,1
47184,tcp,1
25506,udp,1
39807,icmp,1
27287,icmp,1
37491,tcp,1
45385,udp,1
4089,tcp,1
7896,udp,1
29514,udp,1
17618,udp,1
6795,udp,1
7899,udp,1
45125,tcp,1
50186,tcp,1
9075,udp,1
35965,tcp,1
36910,icmp,1
39330,tcp,1
40110,udp,1
60629,icmp,1
42853,tcp,2
58740,icmp,1
61466,tcp,1
6243,udp,1
56962,tcp,1
53301,tcp,1
47755,udp,1
22004,icmp,1
30821,udp,1
56225,udp,2
56990,tcp,1
2665,icmp,1
12266,tcp,1
17797,tcp,1
28996,udp,1
61893,udp,1
54680,tcp,1
38093,tcp,1
24245,udp,1
25069,icmp,1
25663,icmp,1
64073,tcp,1
57388,tcp,1
40233,icmp,1
2007,udp,1
52003,udp,1
2460,tcp,1
38506,tcp,2
60870,udp,1
23022,icmp,1
11248,icmp,1
37628,icmp,1
13675,udp,1
20225,udp,1
2063,udp,1
52544,udp,1
8654,tcp,1
17935,udp,1
54573,udp,1
23017,udp,1
63551,udp,1
53850,tcp,1
13778,udp,1
15512,icmp,1
65435,icmp,1
55519,icmp,2
48861,udp,1
50652,icmp,1
3053,udp,1
32720,tcp,1
21879,icmp,1
5893,icmp,1
46984,icmp,1
2359,icmp,1
48302,icmp,1
4567,tcp,1
48734,icmp,1
59840,icmp,1
63861,udp,1
45482,icmp,1
35528,udp,1
3893,icmp,1
41475,icmp,1
51584,udp,1
56267,tcp,1
25942,icmp,1
19375,icmp,1
14651,icmp,1
10012,udp,1
59710,icmp,1
2788,tcp,1
64396,udp,1
57664,icmp,1
5405,udp,1
10920,icmp,1
29030,icmp,1
44948,udp,1
10386,udp,1
30737,tcp,1
44399,tcp,1
45041,tcp,1
15152,icmp,1
62907,tcp,1
9889,icmp,1
44440,tcp,1
55175,udp,1
30695,tcp,1
3261,tcp,1
49158,tcp,1
7315,udp,1
34095,udp,1
38732,udp,1
3281,icmp,1
28704,icmp,1
54113,udp,1
43130,tcp,1
42017,udp,1
40182,icmp,1
37612,tcp,1
4049,udp,1
53091,udp,1
18130,tcp,1
39325,tcp,1
40271,icmp,1
59868,icmp,1
16731,icmp,1
64181,tcp,1
21703,udp,1
58207,icmp,1
53671,tcp,1
55342,icmp,1
34479,udp,1
7600,icmp,1
15744,udp,1
8494,tcp,1
21846,udp,1
62279,udp,1
35714,udp,1
35983,udp,1
51461,tcp,1
55471,icmp,1
25908,tcp,1
52937,udp,1
53941,udp,1
7399,tcp,1
41031,udp,1
48037,icmp,1
28073,icmp,1
46606,tcp,1
28461,tcp,1
29250,icmp,1
23400,udp,1
51681,tcp,1
43680,icmp,1
56703,icmp,1
45373,udp,1
43541,tcp,1
21511,tcp,1
30996,udp,1
9477,icmp,1
12657,icmp,1
3964,udp,1
50580,icmp,1
46622,tcp,1
52643,udp,1
3257,tcp,1
55905,icmp,1
6443,udp,1
53749,icmp,1
22291,udp,1
49770,tcp,1
12698,icmp,1
27794,udp,1
12522,udp,1
12323,icmp,1
65101,udp,1
27793,udp,1
59626,tcp,1
51454,udp,1
38798,icmp,1
17276,tcp,1
41421,udp,1
42917,udp,1
24265,udp,1
35289,udp,1
57363,udp,1
46785,udp,1
46083,tcp,1
43129,udp,1
45050,tcp,1
6454,tcp,1
53734,icmp,1
46345,tcp,1
41159,udp,1
55477,udp,1
22331,icmp,1
41286,udp,1
63771,udp,1
28747,icmp,1
10938,icmp,1
28796,udp,1
35824,icmp,1
3436,icmp,1
41395,icmp,1
13041,tcp,1
21702,icmp,1
34687,udp,1
37037,tcp,1
63189,icmp,1
45011,icmp,1
26941,udp,1
40634,udp,1
41726,udp,1
3837,udp,1
35034,udp,1
2006,udp,1
31664,udp,1
1547,icmp,1
6403,udp,1
34225,udp,1
5241,icmp,1
6494,tcp,1
35127,icmp,1
41084,udp,1
42583,icmp,1
63336,icmp,1
15114,icmp,1
51380,tcp,1
55578,tcp,1
6702,icmp,1
65499,icmp,1
46165,icmp,1
48710,icmp,2
16418,tcp,1
38686,icmp,1
33614,udp,1
9792,udp,1
14156,icmp,1
64659,icmp,1
57373,icmp,1
29044,icmp,1
7039,tcp,1
1024,icmp,1
26347,icmp,1
25852,icmp,1
30069,udp,1
60235,icmp,1
2438,udp,1
28726,icmp,1
16640,udp,1
23109,tcp,1
42582,udp,1
49116,udp,1
35951,icmp,1
17624,tcp,1
14199,udp,1
12969,icmp,1
32086,udp,1
20096,udp,1
60411,icmp,1
47528,tcp,1
62567,icmp,1
29303,icmp,1
50258,icmp,1
11606,icmp,1
63041,tcp,1
24949,tcp,1
52035,icmp,1
5129,udp,1
56997,icmp,1
7142,icmp,1
12343,udp,1
3357,udp,1
59878,tcp,1
25498,udp,1
24224,udp,1
57675,udp,1
4170,tcp,1
44397,udp,1
14054,icmp,1
8875,tcp,1
45144,tcp,1
31989,icmp,1
27714,udp,1
9453,udp,1
43367,icmp,1
39150,udp,1
35900,icmp,1
30698,icmp,1
26693,udp,1
52409,tcp,1
22848,tcp,1
2427,udp,1
20428,udp,1
48152,tcp,1
27304,tcp,1
51006,tcp,1
34783,icmp,1
59259,tcp,2
40427,udp,1
3753,icmp,1
24892,icmp,1
59351,tcp,1
57957,icmp,1
12781,udp,1
8045,udp,1
41804,icmp,1
10856,tcp,1
54744,udp,1
2583,udp,1
37138,tcp,1
28017,udp,1
16101,udp,2
25982,icmp,1
20129,udp,1
2983,icmp,1
44713,icmp,1
39215,tcp,1
53682,udp,2
16823,tcp,1
10252,tcp,1
4765,icmp,1
61820,tcp,2
59064,icmp,1
37462,udp,1
3500,icmp,1
38247,tcp,1
24600,icmp,1
60209,tcp,1
25565,udp,1
28671,udp,1
30848,icmp,1
37247,icmp,1
40993,tcp,1
30315,udp,1
1244,udp,1
12865,icmp,1
41897,icmp,1
31519,icmp,1
11141,icmp,1
18356,udp,1
8647,tcp,1
14688,tcp,1
62583,udp,2
63032,tcp,1
56797,tcp,1
2234,tcp,1
25423,tcp,1
31074,tcp,1
55698,udp,1
62832,icmp,1
10884,tcp,1
31025,udp,1
3364,udp,1
16303,icmp,1
6486,tcp,1
5194,icmp,1
46446,tcp,1
50216,tcp,1
40330,tcp,1
47122,tcp,1
18364,icmp,1
55384,tcp,1
25803,udp,1
34177,udp,1
11730,tcp,1
36640,icmp,1
52829,icmp,1
34917,udp,1
8649,tcp,1
5588,icmp,1
35229,tcp,1
15724,tcp,1
29364,icmp,1
51938,icmp,1
36524,tcp,1
57811,tcp,1
38916,udp,1
22878,icmp,1
22564,tcp,1
4006,icmp,1
8623,icmp,1
35612,icmp,1
2675,icmp,1
64410,icmp,1
50263,tcp,1
30899,tcp,1
43689,tcp,1
29809,icmp,1
20242,udp,1
37526,udp,1
61575,udp,1
35670,icmp,1
32856,icmp,1
64741,tcp,1
7719,udp,1
33957,udp,1
53274,tcp,1
24091,icmp,1
18405,tcp,1
59438,udp,1
19746,udp,1
19737,tcp,1
11838,tcp,1
3289,udp,1
54377,udp,1
4703,udp,1
7437,tcp,1
51272,icmp,1
41472,udp,1
46625,icmp,1
60063,udp,1
25192,icmp,1
10449,udp,1
32166,tcp,1
16528,udp,1
30136,icmp,1
28771,tcp,1
31256,icmp,1
23750,udp,1
48851,tcp,1
51885,tcp,1
33437,tcp,1
11497,icmp,1
3424,icmp,1
47957,icmp,1
48689,udp,1
42386,tcp,1
1062,udp,1
11314,tcp,1
14682,tcp,1
47635,icmp,1
41654,udp,1
26109,icmp,1
8845,icmp,1
17636,tcp,1
38455,tcp,1
34028,icmp,1
22671,tcp,1
47702,icmp,1
50124,icmp,1
42495,tcp,1
41281,tcp,1
18069,udp,1
12383,icmp,1
5255,tcp,1
5548,tcp,1
5547,tcp,1
30189,icmp,1
50856,udp,2
58001,tcp,1
39606,icmp,1
29150,udp,1
49956,icmp,1
45913,tcp,1
35008,icmp,1
24039,udp,1
12317,udp,1
8762,tcp,2
41163,icmp,1
58413,udp,1
59434,icmp,1
29470,icmp,2
4288,tcp,1
61301,tcp,1
60808,tcp,1
52961,icmp,1
51206,udp,1
56704,tcp,1
40181,icmp,1
50256,udp,1
57293,tcp,1
36695,tcp,1
26001,udp,1
26495,icmp,1
18591,icmp,1
64343,tcp,1
35973,udp,1
39616,icmp,1
45278,tcp,1
46187,icmp,1
51837,tcp,1
2947,udp,1
21574,tcp,1
59043,icmp,1
46212,tcp,1
47071,tcp,1
42240,udp,1
53437,tcp,1
46613,icmp,1
18042,tcp,1
57849,icmp,1
30415,icmp,1
36427,udp,1
6745,icmp,1
10496,icmp,1
20673,udp,1
31187,tcp,1
47896,udp,1
52345,udp,1
24453,udp,1
5601,udp,1
53195,udp,1
13243,icmp,1
44102,tcp,1
53949,tcp,1
7160,tcp,1
57827,icmp,1
62869,icmp,1
63641,icmp,1
10670,udp,1
18181,icmp,1
29297,icmp,1
48834,udp,1
41329,icmp,1
33796,icmp,1
45688,udp,1
16132,icmp,1
49706,icmp,1
43565,icmp,1
48439,udp,1
41382,icmp,1
60904,udp,1
58348,tcp,1
39148,icmp,1
14730,icmp,1
18221,icmp,1
58539,udp,1
13648,tcp,1
23727,icmp,1
60504,icmp,1
13254,tcp,1
15932,icmp,1
54029,tcp,1
26561,udp,1
4372,tcp,1
54339,udp,1
11156,udp,1
42808,icmp,1
37050,icmp,1
64108,icmp,1
43807,udp,1
43467,icmp,1
38861,udp,1
2647,tcp,1
7787,tcp,1
41641,icmp,1
7003,udp,1
53947,udp,1
45232,tcp,1
28888,tcp,1
23805,udp,1
56714,icmp,1
27139,tcp,1
17793,tcp,1
9664,icmp,1
15240,icmp,1
8397,tcp,1
9208,udp,1
26155,udp,1
40614,icmp,1
54975,udp,1
35875,tcp,1
62737,udp,1
23949,icmp,1
20938,icmp,1
52370,icmp,1
48785,tcp,1
11375,tcp,1
11050,icmp,1
39471,icmp,1
50443,icmp,1
63242,tcp,1
3532,tcp,1
18934,udp,1
57798,tcp,1
14724,udp,1
55768,icmp,1
9069,icmp,1
58058,tcp,1
56446,icmp,1
12595,udp,1
54065,icmp,1
27347,icmp,1
41276,udp,1
46722,udp,1
61826,udp,1
20610,tcp,1
14346,icmp,1
56734,icmp,1
15034,icmp,1
2803,udp,1
32136,icmp,1
37800,icmp,1
36013,icmp,1
58986,icmp,1
1635,udp,1
48326,udp,1
62690,tcp,1
19115,icmp,1
40122,udp,1
20941,icmp,1
41396,tcp,1
42109,icmp,1
6224,udp,1
26040,tcp,1
48664,udp,1
34584,tcp,1
58593,tcp,1
5585,udp,1
53878,udp,1
23025,udp,1
59296,icmp,1
22450,tcp,1
21154,tcp,1
34560,icmp,1
31300,tcp,1
35403,icmp,1
3924,tcp,1
20165,tcp,1
27235,icmp,1
13574,tcp,1
4963,icmp,1
50608,tcp,1
11926,udp,1
31111,udp,1
4597,tcp,1
28409,tcp,1
26689,udp,1
11224,udp,1
54727,icmp,1
51412,udp,1
3569,udp,1
29041,icmp,1
35438,tcp,1
34200,tcp,1
26431,udp,1
42716,tcp,1
56003,icmp,1
2661,tcp,1
62578,icmp,1
46378,icmp,1
49088,tcp,1
9805,icmp,1
55406,tcp,1
45245,icmp,1
9648,tcp,1
42977,icmp,1
37111,tcp,1
38625,tcp,1
30757,tcp,1
20012,udp,1
19584,udp,1
23975,tcp,1
18610,icmp,1
10922,tcp,1
33277,udp,1
10966,udp,1
15833,udp,1
58472,tcp,1
20720,udp,1
48523,tcp,1
40657,tcp,1
40394,icmp,1
40629,icmp,1
30133,udp,1
36183,icmp,1
3904,udp,1
9817,icmp,1
37041,udp,1
11828,tcp,1
17374,icmp,1
17326,tcp,1
24791,tcp,1
13052,udp,1
64733,tcp,1
14308,udp,1
44240,icmp,1
58438,udp,1
32976,udp,1
8472,icmp,1
28474,tcp,1
1051,udp,1
28209,udp,1
33800,icmp,1
65306,tcp,1
3323,udp,2
51883,icmp,1
46185,tcp,1
9062,tcp,1
50553,tcp,1
44474,tcp,1
29014,udp,1
52967,udp,1
24976,tcp,1
21959,icmp,1
21276,udp,1
63952,udp,1
60922,udp,1
11698,icmp,1
5085,tcp,1
15539,tcp,1
35227,tcp,1
12550,icmp,1
65170,tcp,1
41203,icmp,1
15824,tcp,1
16985,icmp,1
38942,icmp,1
23791,tcp,1
35523,tcp,1
52594,icmp,1
62592,icmp,1
46663,udp,1
39579,udp,1
27126,tcp,1
20205,tcp,1
51599,icmp,1
18387,udp,1
52396,udp,1
36959,tcp,1
6039,udp,1
29265,tcp,1
18226,icmp,1
49431,tcp,1
44415,udp,1
33080,icmp,1
35782,tcp,1
10647,icmp,1
49793,tcp,1
34178,icmp,1
5258,tcp,1
2261,icmp,1
61348,tcp,1
24398,tcp,1
43867,tcp,1
18995,tcp,1
40680,udp,1
7483,icmp,1
26250,udp,2
18786,tcp,1
27408,icmp,1
21926,icmp,1
18060,icmp,1
31879,tcp,1
44826,icmp,1
28833,icmp,1
40799,udp,1
63080,tcp,1
23461,icmp,1
12222,icmp,1
2954,icmp,1
6047,tcp,1
59206,udp,1
21633,tcp,1
25782,tcp,1
17451,udp,1
4591,udp,1
6039,icmp,1
45431,tcp,1
60307,tcp,1
45403,udp,1
56014,icmp,1
46292,icmp,1
57303,udp,1
7071,tcp,1
53354,icmp,1
16309,udp,1
4782,udp,1
26007,icmp,1
27903,udp,1
54679,udp,1
21432,icmp,1
11541,icmp,1
25993,icmp,1
44891,udp,1
50294,icmp,1
53164,tcp,1
38344,tcp,1
35154,icmp,1
43304,icmp,1
36360,tcp,1
40841,udp,1
10600,udp,1
49650,udp,1
31683,icmp,1
34835,icmp,1
62041,tcp,1
7625,udp,1
28281,icmp,1
2551,udp,1
23921,icmp,1
38844,tcp,1
9153,tcp,2
5461,tcp,1
19684,tcp,1
3062,tcp,1
58634,icmp,1
47456,icmp,1
43318,udp,1
52254,icmp,1
51895,icmp,1
57283,udp,1
30533,icmp,1
35783,tcp,1
35933,udp,1
60016,icmp,1
41623,tcp,1
13950,udp,1
48672,udp,1
51279,udp,1
51610,udp,1
45209,udp,1
34354,icmp,1
19476,udp,1
38741,tcp,1
62810,udp,1
4330,tcp,1
2202,tcp,1
45834,icmp,1
13849,tcp,1
64491,udp,1
43175,icmp,1
43719,icmp,1
32755,icmp,1
8985,tcp,1
1713,icmp,1
36168,udp,1
55519,udp,1
31006,icmp,1
39741,icmp,1
29252,udp,1
3681,icmp,1
41252,tcp,1
27760,icmp,1
31827,icmp,1
12624,tcp,1
11818,udp,1
10937,tcp,1
20466,udp,1
48463,tcp,1
49925,icmp,1
29052,icmp,1
44664,icmp,1
36817,udp,1
30398,udp,1
50381,udp,1
53317,tcp,1
65485,icmp,1
45402,udp,1
54083,tcp,1
29794,tcp,1
55818,icmp,1
1686,udp,1
44972,udp,1
59192,udp,1
48171,udp,1
34565,udp,1
4763,tcp,1
33671,icmp,1
56977,tcp,1
4494,udp,1
57885,tcp,1
39320,udp,1
42714,tcp,1
32377,tcp,1
32604,tcp,1
50465,udp,1
39416,udp,1
34196,icmp,1
10980,icmp,1
1781,icmp,1
51917,udp,1
19973,tcp,1
45882,udp,1
22495,udp,1
21225,tcp,1
40659,tcp,1
40819,icmp,1
52749,icmp,1
1953,tcp,1
33439,tcp,1
15222,udp,1
37025,icmp,1
44940,udp,1
28579,tcp,1
63083,tcp,1
43942,udp,2
47809,icmp,1
43081,udp,1
42124,icmp,1
20188,udp,1
62091,tcp,1
56733,udp,1
51604,tcp,1
25330,udp,1
58152,icmp,1
17569,tcp,1
50641,tcp,1
51600,udp,1
21297,udp,1
39108,tcp,1
50777,icmp,1
15314,udp,1
44859,tcp,1
55221,icmp,1
22202,tcp,1
7879,icmp,1
64721,udp,1
57031,tcp,1
5608,tcp,1
30927,tcp,1
45651,tcp,1
51384,icmp,1
28480,tcp,1
11667,icmp,1
8265,udp,1
11398,tcp,1
41709,tcp,1
60001,udp,1
57058,tcp,1
25132,icmp,1
20017,udp,1
42821,udp,1
57623,icmp,1
7759,udp,1
51480,icmp,1
22331,tcp,1
50464,tcp,1
63334,icmp,1
42966,icmp,1
63964,tcp,1
20571,icmp,1
18595,udp,1
41883,icmp,1
43008,icmp,1
15472,tcp,1
15168,icmp,1
58632,tcp,1
58110,tcp,1
53795,tcp,1
17512,tcp,1
13183,tcp,1
61599,udp,1
20631,udp,1
59602,icmp,1
31096,icmp,1
53443,udp,1
54611,icmp,1
62996,udp,1
30679,udp,1
51925,tcp,1
16216,udp,1
41427,udp,1
25575,udp,1
42144,icmp,1
26919,icmp,1
54557,icmp,1
6226,tcp,1
46018,icmp,1
40199,udp,1
18471,icmp,1
41028,icmp,1
13633,tcp,1
6970,icmp,1
46360,icmp,1
8204,udp,1
37730,icmp,1
16401,icmp,1
63268,icmp,1
53605,tcp,1
9497,tcp,1
6239,tcp,1
10342,udp,1
12555,tcp,1
32004,icmp,1
47117,icmp,1
44699,tcp,1
58093,tcp,1
33941,icmp,1
54350,udp,1
30488,udp,1
43517,udp,1
1217,tcp,1
18120,udp,1
46821,tcp,1
39352,udp,1
55324,tcp,1
44717,udp,1
58731,tcp,1
18388,udp,1
56434,tcp,2
39888,udp,1
31624,udp,1
35222,udp,1
38473,udp,1
12303,udp,1
2818,icmp,1
61518,tcp,1
33807,udp,1
33179,icmp,1
33549,udp,1
15253,icmp,1
59828,icmp,1
34157,tcp,1
53135,icmp,1
34099,tcp,1
21826,icmp,1
53145,icmp,1
21976,tcp,1
35038,tcp,1
31450,udp,1
12545,tcp,1
6563,tcp,1
1413,udp,1
3489,icmp,1
55805,icmp,1
27961,tcp,1
54538,tcp,1
3093,icmp,1
38577,udp,1
48887,udp,1
64783,udp,1
31649,udp,1
24905,icmp,1
34886,icmp,1
62353,tcp,1
37521,tcp,1
19039,icmp,1
39291,icmp,1
7892,tcp,1
38091,udp,1
15132,icmp,1
8205,udp,1
19975,icmp,1
1901,tcp,1
45272,tcp,1
31367,tcp,1
28983,tcp,1
5868,tcp,1
13543,tcp,1
45650,icmp,1
12675,icmp,1
22677,icmp,1
54848,tcp,1
55713,udp,1
53800,tcp,1
34434,tcp,1
55524,icmp,1
9389,udp,1
56611,udp,1
38819,udp,1
53182,tcp,1
22482,udp,1
60859,icmp,1
33789,icmp,1
4848,tcp,2
13171,icmp,1
39267,icmp,1
2216,tcp,1
49151,icmp,1
62223,icmp,1
4513,icmp,1
38373,icmp,1
13921,udp,1
53459,icmp,1
53079,tcp,1
56425,udp,1
14678,icmp,1
54455,udp,1
19508,icmp,1
57039,tcp,1
65129,udp,1
1516,udp,1
17150,icmp,1
45252,tcp,1
63015,tcp,1
34725,tcp,1
11510,icmp,1
21714,udp,1
45518,tcp,1
20974,tcp,1
50054,icmp,1
50448,icmp,1
12003,tcp,1
50234,tcp,1
43064,icmp,1
53629,tcp,1
30718,icmp,1
45310,udp,1
4165,icmp,1
55261,tcp,1
23605,udp,1
47749,udp,1
63127,tcp,1
35762,udp,1
18163,icmp,1
34822,udp,1
49980,udp,1
35487,icmp,1
17156,icmp,1
37435,icmp,1
6115,icmp,1
55108,tcp,1
32641,icmp,1
26197,icmp,1
4984,tcp,1
61475,udp,1
24013,tcp,1
17305,tcp,1
41369,udp,1
29665,udp,1
23188,tcp,1
21881,icmp,1
56654,tcp,1
6277,udp,1
28690,udp,1
42878,udp,1
12354,tcp,1
4078,icmp,1
5008,tcp,1
63904,udp,1
8301,icmp,1
57346,udp,2
4575,udp,1
64819,icmp,1
4250,tcp,1
28721,icmp,1
26258,udp,1
27491,tcp,1
61207,tcp,1
20388,tcp,1
26046,tcp,1
22177,tcp,1
1868,udp,1
61925,udp,1
46756,udp,1
21609,icmp,1
31305,icmp,1
4651,udp,1
16858,udp,1
14214,icmp,1
48118,udp,1
24256,tcp,1
24253,icmp,1
22311,tcp,1
26826,udp,1
6594,icmp,1
58869,udp,1
45015,udp,1
19933,tcp,1
64647,udp,1
65016,udp,1
15386,icmp,1
26219,udp,1
20846,udp,1
6505,icmp,1
45520,udp,1
4283,icmp,1
60761,udp,1
63604,icmp,1
20397,icmp,1
18796,tcp,1
7154,udp,1
29897,udp,1
43603,udp,1
42360,icmp,1
5350,icmp,1
35120,udp,1
6451,udp,1
5195,tcp,1
9808,tcp,1
23176,tcp,2
60981,icmp,1
51834,tcp,1
28178,icmp,1
8139,udp,1
16654,icmp,1
7934,udp,1
7502,icmp,1
28224,icmp,1
13555,udp,1
11321,udp,1
58995,tcp,1
44570,icmp,1
42785,icmp,1
47332,icmp,1
29284,udp,1
57370,icmp,1
56275,icmp,1
41430,tcp,1
38982,udp,1
23054,tcp,1
8147,icmp,1
29339,tcp,1
60555,udp,1
60890,udp,1
9929,udp,1
23666,tcp,2
57461,tcp,1
3678,tcp,1
20559,udp,1
61387,udp,1
52567,icmp,1
60833,icmp,1
39140,tcp,1
63268,tcp,1
3997,tcp,1
45640,icmp,1
49344,udp,1
60222,udp,1
60232,tcp,1
9272,icmp,1
58424,icmp,1
24968,udp,1
55063,tcp,1
47584,tcp,1
52407,tcp,1
62556,tcp,1
45131,tcp,1
13763,tcp,1
31287,udp,1
18989,tcp,1
27996,icmp,1
4147,tcp,1
44793,udp,1
6214,icmp,1
47884,tcp,1
7096,udp,1
62523,icmp,1
46698,udp,1
47332,udp,1
45644,icmp,1
23496,icmp,1
11782,udp,1
12705,icmp,1
49483,icmp,1
14705,icmp,1
52176,udp,1
22395,icmp,1
35678,tcp,1
18391,tcp,1
32025,tcp,1
21074,udp,1
62795,icmp,1
19384,icmp,1
46985,udp,1
50996,udp,1
27264,icmp,1
44226,icmp,1
36938,tcp,1
18452,udp,1
58400,tcp,1
64045,udp,1
35608,icmp,1
59646,tcp,1
19620,icmp,1
38494,udp,1
9826,tcp,1
18198,icmp,1
31889,tcp,1
55781,tcp,1
17457,icmp,1
14238,tcp,1
23774,icmp,1
59951,icmp,1
5010,tcp,1
54390,udp,1
55227,icmp,1
14236,icmp,1
48638,tcp,1
52613,udp,1
42341,udp,1
10234,udp,1
27649,icmp,1
43586,udp,1
26365,icmp,1
48939,icmp,1
7770,tcp,1
20421,tcp,1
51347,udp,1
38598,udp,1
13209,udp,1
11513,icmp,1
11322,icmp,1
10174,tcp,1
33929,icmp,1
21743,icmp,1
14314,icmp,1
4025,udp,1
52511,udp,1
30795,tcp,1
36489,udp,1
36614,tcp,1
21070,udp,1
52238,tcp,1
22846,udp,1
6995,tcp,1
57846,udp,1
50972,icmp,1
31321,tcp,1
28661,tcp,1
44528,udp,1
13030,tcp,1
24573,tcp,1
15758,tcp,1
47205,tcp,1
10549,tcp,1
32267,tcp,1
42285,udp,1
35594,icmp,1
54576,icmp,1
64047,udp,1
21524,udp,1
9035,tcp,1
44736,icmp,1
16902,tcp,1
57612,udp,1
38275,tcp,1
19616,tcp,1
54549,udp,1
51104,udp,1
41684,udp,1
60925,udp,1
23485,udp,1
37917,udp,1
25695,tcp,1
49123,tcp,1
15753,icmp,1
35767,icmp,1
26203,udp,1
29022,icmp,1
11525,udp,1
4398,tcp,1
22593,icmp,1
51034,udp,1
54499,tcp,1
64958,tcp,1
